age,height_cm,weight_kg,body fat_%,diastolic,systolic,gripForce,sit and bend forward_cm,sit-ups counts,broad jump_cm,class
48,151.3,49.4,27.3,45,91,18.7,8.5,21,149,D
62,167.8,65.42,25.5,85,142,28.6,10.5,17,153,D
33,179.5,79.5,7.9,73,136,46.3,19.2,60,269,C
34,180.7,84.9,22.8,90,155,33.9,15.3,57,255,D
60,173.5,75.2,19.9,80,120,47,12.5,26,196,C
25,168.8,87.3,20.6,77,143,60.9,20.7,68,230,A
25,175.2,73.9,11,82,140,54.3,18.4,58,252,A
21,167.7,61.1,28.3,58,109,23.5,22.9,21,172,D
37,166.4,58.2,24.4,72,123,29.1,21.7,37,170,A
25,173.4,72.32,18.7,80,128,45.8,12,52,229,B
51,165.7,58.1,17.9,94,145,36.3,12.1,29,200,C
22,164.6,54.1,27.6,65,110,28.9,18.8,50,158,B
51,163.1,67.7,23.6,96,145,41.8,5.3,42,197,C
31,172.2,64.1,15.7,68,103,33.3,10.8,37,200,C
24,160.4,52.2,26.2,73,134,31.8,26.3,46,161,A
61,169,72.4,26.7,78,120,30.7,23.8,37,187,D
26,177.8,71,17.5,57,112,48.3,-6,35,190,D
40,173.8,73.2,12,80,148,46.9,15,50,250,A
37,178.8,86.1,22.1,92,150,36.8,16.7,41,209,D
21,160.6,53,23.4,68,116,26.9,25.7,25,189,C
44,162.3,55.1,26.8,85,132,25.2,17.8,36,145,B
32,179.8,81.9,23.9,93,141,47.8,6.7,49,252,C
27,177,69.48,13.9,66,125,39.5,6,58,221,C
21,148,43.7,19.3,52,108,28.5,28.9,55,185,A
30,162.1,62,21,84,139,38.1,10.3,53,195,C
21,173.6,69.12,16.1,89,127,48.8,10.1,50,221,C
28,172,74.86,28,80,120,40.5,0.7,59,186,D
64,156,62.2,33.2,78,135,31.7,15.8,23,144,B
55,169.6,71.8,18.5,80,124,42.8,16,26,210,C
39,182.7,80,17.2,92,142,50.7,14.9,46,222,A
33,165.2,61.9,29.9,92,143,30.4,20.5,39,186,A
28,187.7,84.6,10.2,86,152,53.4,6.5,56,237,C
29,179.8,76.44,11.8,96,147,60.3,22.2,62,229,A
21,158.5,51.9,18,87,139,20.3,13.8,61,214,C
21,157.7,45.54,17.7,75,107,22.2,24.9,20,184,D
43,162,72.3,40.5,86,122,26.6,4,22,110,D
35,180.6,78,23.9,90,133,39.1,-10.7,14,179,D
28,178.3,76.8,3,73,145,53.66,29.5,68,259,A
22,180.2,68.4,13.8,79,134,43.1,7.3,62,284,C
45,173.8,70,13.7,67,112,37.4,12.7,34,234,C
22,170.2,61.3,25.4,70,108,27.9,21,29,140,C
62,150.3,57.4,41.1,70,146,18.5,11,3,95,D
62,163.8,68.6,24.7,82,136,41.9,9,32,177,B
23,181.8,78.9,18.3,91,149,51.6,15.4,51,210,C
26,171,69.2,16.6,84,139,45.6,12.6,49,243,B
64,176.1,81.1,23.8,77,142,44.2,14,29,169,C
22,167.9,54.9,20.2,75,123,29.7,21.8,52,214,A
43,168.9,79.6,19.1,78,128,52,18.5,50,221,A
27,164.7,68.1,38.6,91,123,28.4,13.8,42,140,B
21,163.7,51.2,21.6,75,116,28.4,20,57,203,C
21,180.4,89.1,21.1,76,140,45.4,9.5,42,234,C
36,161.4,54.3,30.8,80,135,23.6,22,23,148,C
50,168.2,73.4,26.9,73,138,30.7,-7.5,22,186,D
21,177.6,85.8,21.4,79,142,43.5,20.8,43,248,C
56,152,49,35,79,134,21.6,15.8,10,129,C
34,170.4,64.8,16.9,90,142,47.9,5.8,45,202,C
45,179.4,78.6,22.8,92,159,31.7,15.9,51,218,C
57,163.3,65.1,31.7,59,116,20.3,26.1,10,118,C
22,158.4,63.2,35.8,72,113,21,6.5,33,159,D
25,163.4,54.9,26.3,84,123,30.8,11.5,25,177,C
59,161.4,53.2,29,82,144,24.3,21.4,24,122,A
28,161.5,52.1,33.2,77,120,18.4,-6,10,121,D
28,158.7,57.1,35.7,77,118,29.4,15.7,24,160,D
28,165.1,53.4,23.3,95,128,28.2,23.7,53,165,A
21,171.5,52.5,22.7,74,120,32.8,20.7,41,185,A
48,169.3,60.7,12.8,74,116,35,11.2,53,211,B
26,167,75,27.6,90,145,38.5,17.5,32,174,D
60,171.7,59.3,24,80,128,39.1,13.7,31,163,B
63,168.2,70.64,27,75,126,34.4,-1.4,25,158,D
32,181,78.8,17.6,68,114,49.5,10.6,52,182,B
25,162.9,61,26.4,81,139,18.6,25.6,29,165,C
60,168.3,66.58,22.3,96,157,41,7,34,167,C
25,178,67,18.2,80,123,40.2,17.2,50,230,B
39,161.2,49.2,21.2,45,92,23.5,17.3,28,137,C
37,175.3,88.2,26.7,90,151,53.2,16.2,57,220,B
26,163.6,60.4,35.6,85,116,35.1,19.3,45,159,B
41,169,76.1,19.1,79,152,52.9,10.1,52,236,B
30,172.4,96.7,35.1,78,144,30.7,-2.2,14,163,D
26,153.5,59.7,40.2,68,116,19.6,16.5,7,139,D
33,166.2,57.4,23.7,72,117,28.9,30.2,40,158,B
39,174.9,68.8,24.9,70,107,36.4,7.8,39,190,C
43,167,55.6,25.7,92,136,26.9,18.5,24,137,C
60,167,69.7,17.2,80,120,45.2,8.3,40,195,B
57,162.1,54,9,70,137,32,20.3,46,194,B
48,157.8,59.1,36.5,98,146,32.2,10.7,31,155,C
38,166.7,70.4,29.9,94,124,33.4,15.7,25,213,D
33,174.7,76,19.7,83,123,49.9,5.2,48,214,C
23,159.5,65.6,33.8,92,130,28.1,30.1,44,172,A
25,167,51.2,23.9,80,126,26.1,20.1,21,130,D
42,168.7,68.5,27.7,91,156,36.5,10.2,44,203,D
31,170.9,73.5,21.7,72,126,38.8,9.5,54,226,B
63,168.2,77.3,34.2,94,158,35.1,12,13,174,D
30,179.7,75.7,22.8,83,142,37.6,8,50,223,C
39,167,69.1,19.4,67,117,41,6,36,220,C
28,176.2,70,23.6,83,123,30.3,2.5,39,201,D
30,173.5,70.7,18.6,79,140,56.3,14.7,30,229,D
49,174.8,74.5,21.7,83,117,43.1,2.9,40,178,D
